nohup: ignoring input
Using GPUs: [0, 1, 2, 3, 4]
Loaded checkpoint: /home/ofirg/cld_checkpoints/expr1/exp1_digits_20260127_135649.pt
Extending from 4000000 to 6000000 epochs (extra 2000000).
training starts for cuda:0...
training starts for cuda:1...
training starts for cuda:4...
training starts for cuda:2...
training starts for cuda:3...
device cuda:3 | epoch   120001 | loss 0.0497 (lin: 0.0466) | train acc 1.000 (lin: 1.0000) | test acc 0.091 (lin: 0.0709)
device cuda:1 | epoch   120001 | loss 0.0425 (lin: 0.0484) | train acc 1.000 (lin: 1.0000) | test acc 0.118 (lin: 0.0523)
device cuda:2 | epoch   120001 | loss 0.0562 (lin: 0.0508) | train acc 1.000 (lin: 1.0000) | test acc 0.128 (lin: 0.0855)
device cuda:4 | epoch   120001 | loss 0.0549 (lin: 0.0503) | train acc 1.000 (lin: 1.0000) | test acc 0.083 (lin: 0.0445)
device cuda:3 | epoch   240001 | loss 0.0541 (lin: 0.0366) | train acc 0.900 (lin: 1.0000) | test acc 0.112 (lin: 0.0602)
device cuda:0 | epoch   240001 | loss 0.0570 (lin: 0.0425) | train acc 1.000 (lin: 1.0000) | test acc 0.105 (lin: 0.1080)
device cuda:1 | epoch   240001 | loss 0.0665 (lin: 0.0559) | train acc 0.900 (lin: 1.0000) | test acc 0.113 (lin: 0.0467)
device cuda:2 | epoch   240001 | loss 0.0548 (lin: 0.0533) | train acc 1.000 (lin: 1.0000) | test acc 0.128 (lin: 0.0765)
device cuda:4 | epoch   240001 | loss 0.0493 (lin: 0.0415) | train acc 1.000 (lin: 1.0000) | test acc 0.082 (lin: 0.0405)
device cuda:3 | epoch   360001 | loss 0.0466 (lin: 0.0585) | train acc 1.000 (lin: 1.0000) | test acc 0.118 (lin: 0.0658)
device cuda:1 | epoch   360001 | loss 0.0483 (lin: 0.0588) | train acc 1.000 (lin: 1.0000) | test acc 0.113 (lin: 0.0467)
device cuda:0 | epoch   360001 | loss 0.0544 (lin: 0.0454) | train acc 1.000 (lin: 1.0000) | test acc 0.106 (lin: 0.1125)
device cuda:2 | epoch   360001 | loss 0.0471 (lin: 0.0395) | train acc 1.000 (lin: 1.0000) | test acc 0.122 (lin: 0.0810)
device cuda:4 | epoch   360001 | loss 0.0540 (lin: 0.0538) | train acc 1.000 (lin: 1.0000) | test acc 0.086 (lin: 0.0422)
device cuda:3 | epoch   480001 | loss 0.0525 (lin: 0.0515) | train acc 1.000 (lin: 1.0000) | test acc 0.109 (lin: 0.0658)
device cuda:1 | epoch   480001 | loss 0.0519 (lin: 0.0424) | train acc 1.000 (lin: 1.0000) | test acc 0.096 (lin: 0.0416)
device cuda:0 | epoch   480001 | loss 0.0341 (lin: 0.0379) | train acc 1.000 (lin: 1.0000) | test acc 0.101 (lin: 0.1092)
device cuda:2 | epoch   480001 | loss 0.0501 (lin: 0.0450) | train acc 1.000 (lin: 1.0000) | test acc 0.122 (lin: 0.0844)
device cuda:4 | epoch   480001 | loss 0.0462 (lin: 0.0536) | train acc 1.000 (lin: 1.0000) | test acc 0.083 (lin: 0.0439)
device cuda:3 | epoch   600001 | loss 0.0413 (lin: 0.0466) | train acc 1.000 (lin: 1.0000) | test acc 0.105 (lin: 0.0715)
device cuda:1 | epoch   600001 | loss 0.0575 (lin: 0.0361) | train acc 0.900 (lin: 1.0000) | test acc 0.079 (lin: 0.0422)
device cuda:0 | epoch   600001 | loss 0.0623 (lin: 0.0588) | train acc 1.000 (lin: 1.0000) | test acc 0.105 (lin: 0.1120)
device cuda:2 | epoch   600001 | loss 0.0475 (lin: 0.0587) | train acc 1.000 (lin: 1.0000) | test acc 0.129 (lin: 0.0855)
device cuda:4 | epoch   600001 | loss 0.0493 (lin: 0.0457) | train acc 1.000 (lin: 1.0000) | test acc 0.081 (lin: 0.0400)
device cuda:3 | epoch   720001 | loss 0.0413 (lin: 0.0398) | train acc 1.000 (lin: 1.0000) | test acc 0.107 (lin: 0.0743)
device cuda:1 | epoch   720001 | loss 0.0564 (lin: 0.0429) | train acc 1.000 (lin: 1.0000) | test acc 0.083 (lin: 0.0450)
device cuda:0 | epoch   720001 | loss 0.0427 (lin: 0.0524) | train acc 1.000 (lin: 1.0000) | test acc 0.109 (lin: 0.1159)
device cuda:2 | epoch   720001 | loss 0.0425 (lin: 0.0516) | train acc 1.000 (lin: 1.0000) | test acc 0.134 (lin: 0.0838)
device cuda:4 | epoch   720001 | loss 0.0496 (lin: 0.0515) | train acc 1.000 (lin: 1.0000) | test acc 0.078 (lin: 0.0467)
device cuda:3 | epoch   840001 | loss 0.0563 (lin: 0.0484) | train acc 1.000 (lin: 1.0000) | test acc 0.095 (lin: 0.0771)
device cuda:1 | epoch   840001 | loss 0.0380 (lin: 0.0509) | train acc 1.000 (lin: 1.0000) | test acc 0.098 (lin: 0.0478)
device cuda:0 | epoch   840001 | loss 0.0553 (lin: 0.0588) | train acc 1.000 (lin: 1.0000) | test acc 0.109 (lin: 0.1047)
device cuda:2 | epoch   840001 | loss 0.0500 (lin: 0.0449) | train acc 1.000 (lin: 1.0000) | test acc 0.142 (lin: 0.0855)
device cuda:4 | epoch   840001 | loss 0.0554 (lin: 0.0552) | train acc 1.000 (lin: 1.0000) | test acc 0.082 (lin: 0.0433)
device cuda:3 | epoch   960001 | loss 0.0455 (lin: 0.0485) | train acc 1.000 (lin: 1.0000) | test acc 0.098 (lin: 0.0799)
device cuda:1 | epoch   960001 | loss 0.0566 (lin: 0.0445) | train acc 1.000 (lin: 1.0000) | test acc 0.084 (lin: 0.0450)
device cuda:0 | epoch   960001 | loss 0.0494 (lin: 0.0536) | train acc 1.000 (lin: 1.0000) | test acc 0.095 (lin: 0.1007)
device cuda:2 | epoch   960001 | loss 0.0583 (lin: 0.0576) | train acc 1.000 (lin: 1.0000) | test acc 0.141 (lin: 0.0912)
device cuda:4 | epoch   960001 | loss 0.0447 (lin: 0.0501) | train acc 1.000 (lin: 0.9000) | test acc 0.088 (lin: 0.0439)
device cuda:3 | epoch  1080001 | loss 0.0480 (lin: 0.0501) | train acc 0.900 (lin: 1.0000) | test acc 0.093 (lin: 0.0777)
device cuda:1 | epoch  1080001 | loss 0.0522 (lin: 0.0407) | train acc 1.000 (lin: 1.0000) | test acc 0.089 (lin: 0.0484)
device cuda:0 | epoch  1080001 | loss 0.0476 (lin: 0.0467) | train acc 1.000 (lin: 1.0000) | test acc 0.101 (lin: 0.0934)
device cuda:2 | epoch  1080001 | loss 0.0481 (lin: 0.0408) | train acc 1.000 (lin: 1.0000) | test acc 0.142 (lin: 0.0929)
device cuda:4 | epoch  1080001 | loss 0.0398 (lin: 0.0456) | train acc 1.000 (lin: 1.0000) | test acc 0.100 (lin: 0.0456)
device cuda:3 | epoch  1200001 | loss 0.0474 (lin: 0.0593) | train acc 1.000 (lin: 1.0000) | test acc 0.085 (lin: 0.0810)
device cuda:1 | epoch  1200001 | loss 0.0677 (lin: 0.0489) | train acc 1.000 (lin: 1.0000) | test acc 0.090 (lin: 0.0445)
device cuda:0 | epoch  1200001 | loss 0.0513 (lin: 0.0419) | train acc 1.000 (lin: 1.0000) | test acc 0.110 (lin: 0.0951)
device cuda:2 | epoch  1200001 | loss 0.0516 (lin: 0.0444) | train acc 1.000 (lin: 1.0000) | test acc 0.126 (lin: 0.0940)
device cuda:4 | epoch  1200001 | loss 0.0441 (lin: 0.0504) | train acc 0.900 (lin: 1.0000) | test acc 0.107 (lin: 0.0439)
device cuda:3 | epoch  1320001 | loss 0.0667 (lin: 0.0507) | train acc 1.000 (lin: 1.0000) | test acc 0.075 (lin: 0.0788)
device cuda:1 | epoch  1320001 | loss 0.0450 (lin: 0.0368) | train acc 1.000 (lin: 1.0000) | test acc 0.096 (lin: 0.0523)
device cuda:0 | epoch  1320001 | loss 0.0500 (lin: 0.0562) | train acc 1.000 (lin: 1.0000) | test acc 0.111 (lin: 0.0940)
device cuda:2 | epoch  1320001 | loss 0.0515 (lin: 0.0423) | train acc 0.900 (lin: 1.0000) | test acc 0.116 (lin: 0.1002)
device cuda:4 | epoch  1320001 | loss 0.0502 (lin: 0.0557) | train acc 1.000 (lin: 1.0000) | test acc 0.090 (lin: 0.0484)
device cuda:3 | epoch  1440001 | loss 0.0533 (lin: 0.0491) | train acc 1.000 (lin: 1.0000) | test acc 0.089 (lin: 0.0788)
device cuda:1 | epoch  1440001 | loss 0.0467 (lin: 0.0455) | train acc 1.000 (lin: 1.0000) | test acc 0.088 (lin: 0.0467)
device cuda:0 | epoch  1440001 | loss 0.0489 (lin: 0.0469) | train acc 1.000 (lin: 1.0000) | test acc 0.115 (lin: 0.0934)
device cuda:2 | epoch  1440001 | loss 0.0536 (lin: 0.0471) | train acc 1.000 (lin: 1.0000) | test acc 0.131 (lin: 0.0974)
device cuda:4 | epoch  1440001 | loss 0.0482 (lin: 0.0561) | train acc 1.000 (lin: 1.0000) | test acc 0.084 (lin: 0.0467)
device cuda:3 | epoch  1560001 | loss 0.0634 (lin: 0.0486) | train acc 0.900 (lin: 1.0000) | test acc 0.088 (lin: 0.0737)
device cuda:1 | epoch  1560001 | loss 0.0473 (lin: 0.0667) | train acc 1.000 (lin: 1.0000) | test acc 0.078 (lin: 0.0467)
device cuda:2 | epoch  1560001 | loss 0.0534 (lin: 0.0618) | train acc 1.000 (lin: 1.0000) | test acc 0.119 (lin: 0.0940)
device cuda:0 | epoch  1560001 | loss 0.0562 (lin: 0.0692) | train acc 1.000 (lin: 1.0000) | test acc 0.111 (lin: 0.0912)
device cuda:4 | epoch  1560001 | loss 0.0476 (lin: 0.0616) | train acc 1.000 (lin: 1.0000) | test acc 0.086 (lin: 0.0495)
device cuda:3 | epoch  1680001 | loss 0.0485 (lin: 0.0530) | train acc 1.000 (lin: 1.0000) | test acc 0.077 (lin: 0.0703)
device cuda:1 | epoch  1680001 | loss 0.0628 (lin: 0.0487) | train acc 1.000 (lin: 1.0000) | test acc 0.086 (lin: 0.0473)
device cuda:2 | epoch  1680001 | loss 0.0464 (lin: 0.0486) | train acc 1.000 (lin: 1.0000) | test acc 0.102 (lin: 0.0945)
device cuda:0 | epoch  1680001 | loss 0.0578 (lin: 0.0450) | train acc 1.000 (lin: 1.0000) | test acc 0.104 (lin: 0.0968)
device cuda:4 | epoch  1680001 | loss 0.0493 (lin: 0.0655) | train acc 1.000 (lin: 0.9000) | test acc 0.087 (lin: 0.0428)
device cuda:3 | epoch  1800001 | loss 0.0485 (lin: 0.0584) | train acc 1.000 (lin: 1.0000) | test acc 0.077 (lin: 0.0698)
device cuda:1 | epoch  1800001 | loss 0.0572 (lin: 0.0526) | train acc 0.900 (lin: 1.0000) | test acc 0.083 (lin: 0.0450)
device cuda:2 | epoch  1800001 | loss 0.0670 (lin: 0.0443) | train acc 0.900 (lin: 1.0000) | test acc 0.099 (lin: 0.0985)
device cuda:0 | epoch  1800001 | loss 0.0476 (lin: 0.0469) | train acc 1.000 (lin: 1.0000) | test acc 0.101 (lin: 0.1047)
device cuda:4 | epoch  1800001 | loss 0.0495 (lin: 0.0475) | train acc 1.000 (lin: 1.0000) | test acc 0.098 (lin: 0.0450)
device cuda:3 | epoch  1920001 | loss 0.0565 (lin: 0.0677) | train acc 1.000 (lin: 1.0000) | test acc 0.068 (lin: 0.0681)
device cuda:1 | epoch  1920001 | loss 0.0541 (lin: 0.0477) | train acc 1.000 (lin: 0.9000) | test acc 0.090 (lin: 0.0433)
device cuda:2 | epoch  1920001 | loss 0.0457 (lin: 0.0558) | train acc 1.000 (lin: 0.9000) | test acc 0.094 (lin: 0.0917)
device cuda:0 | epoch  1920001 | loss 0.0660 (lin: 0.0487) | train acc 1.000 (lin: 1.0000) | test acc 0.104 (lin: 0.1069)
device cuda:4 | epoch  1920001 | loss 0.0536 (lin: 0.0366) | train acc 1.000 (lin: 1.0000) | test acc 0.100 (lin: 0.0490)
Saved checkpoint: /home/ofirg/cld_checkpoints/expr1/exp1_digits_20260127_220538.pt
